station lon lat east_vel north_vel up_vel
000843 134.04954669711648 35.174887007614544 1.1119489669799805 -0.5226161003112793 -0.0009300560000042423
010844 140.81054264588744 40.83440299266197 2.0015087127685547 -3.2024138450622557 0.0007839304000000879
010845 140.32440608399125 37.36182224068101 6.4493061065673825 -1.1119492530822754 -1.8907999998418745e-05
020847 137.86876359234756 35.160451182707114 1.3343393325805664 -0.5893331050872803 0.0007109459999981027
020888 140.01177806424934 42.68533493428772 1.4455341339111327 -0.7116475105285645 -0.0002520355999998003
020892 140.92933456661015 41.74058994678514 1.1119495391845704 -1.5678485870361327 0.0009619739000001459
020893 140.53502856530255 41.711322961702635 1.5567289352416993 -1.6456849098205566 -0.0014149469000003024
020894 141.09446916897068 41.46615755880059 1.3343387603759767 -1.9125526428222657 0.0006363935999999625
020895 140.9838166604259 41.1996606883443 1.6679237365722657 -2.134942626953125 0.0006047248000001559
020896 141.38569568798167 41.16093098675579 1.2231441497802735 -1.934791660308838 -0.00021113090000000057
020897 140.2935326695265 41.12172020619298 2.44628849029541 -2.2794960021972654 0.0019485220000007076
020898 140.01100015308137 40.73062983076556 3.1134578704833986 -2.3128543853759767 0.00019215500000058228
020899 141.10602877244762 40.57997601632229 2.891067886352539 -3.213533401489258 1.1424999999576358e-05
020901 141.33200066746113 40.50875371270484 3.3358480453491213 -3.558237648010254 0.0004492929999997841
020902 140.941597776802 40.44762753820635 4.225407218933105 -4.192048740386963 0.0017034179999996014
020903 141.48487258904467 40.271036318254545 5.114966583251953 -3.7695079803466798 0.00014804499999740984
020904 141.0464660298588 40.10673961584258 6.004525947570801 -4.4811553955078125 -0.0017064760000039315
020905 141.66219077264347 39.97094932499905 7.6724498748779295 -3.6694326400756836 0.0006125399999973524
020906 141.97022679087073 39.73895764852843 9.229179191589356 -3.1356969833374024 -0.0004850214000001074
020907 141.42614790728115 39.63935935269238 9.673958778381348 -4.103092861175537 -0.0010464599999977509
020908 140.836336163078 39.55444785697545 8.117229652404784 -3.9029419898986815 -0.0026806379999982253
